Team,League,Country,Gender,Tier,Season,URL,Pld,Pts,Max_Pts,GD,xGD,PPG,Team+Nat,EffAge
Veres Rivne,Ukrainian Premier League,UKR,M,1,2021,https://fbref.com//en/squads/b4ddbf76/Veres-Rivne-Stats,18,23,54,-5,,1.2777777777777777,Veres Rivne (UKR),28.82135604693141
Vorskla Poltava,Ukrainian Premier League,UKR,M,1,2021,https://fbref.com//en/squads/99f258c2/Vorskla-Poltava-Stats,18,33,54,12,,1.8333333333333333,Vorskla Poltava (UKR),26.523376623376624
Zorya Luhansk,Ukrainian Premier League,UKR,M,1,2021,https://fbref.com//en/squads/946a30cb/Zorya-Luhansk-Stats,18,36,54,18,,2.0,Zorya Luhansk (UKR),26.75117845117845
Рух,Ukrainian Premier League,UKR,M,1,2021,https://fbref.com//en/squads/e5079dc4/Rukh-Stats,17,18,51,-5,,1.0588235294117647,Рух (UKR),26.793201806512954
Atlanta Utd,Major League Soccer,USA,M,1,2021,https://fbref.com//en/squads/1ebc1a5b/Atlanta-United-Stats,34,51,102,8,-3.0,1.5,Atlanta Utd (USA),24.04142504535046
Austin FC,Major League Soccer,USA,M,1,2021,https://fbref.com//en/squads/b918956d/Austin-FC-Stats,34,31,102,-21,-12.1,0.9117647058823529,Austin FC (USA),25.493126584165797
CF Montréal,Major League Soccer,USA,M,1,2021,https://fbref.com//en/squads/fc22273c/CF-Montreal-Stats,34,46,102,2,2.8,1.3529411764705883,CF Montréal (USA),24.425889504738066
Chicago Fire,Major League Soccer,USA,M,1,2021,https://fbref.com//en/squads/f9940243/Chicago-Fire-Stats,34,34,102,-18,-9.5,1.0,Chicago Fire (USA),25.844717532661218
Colorado Rapids,Major League Soccer,USA,M,1,2021,https://fbref.com//en/squads/415b4465/Colorado-Rapids-Stats,34,61,102,16,10.3,1.7941176470588236,Colorado Rapids (USA),26.099714251696632
Columbus Crew,Major League Soccer,USA,M,1,2021,https://fbref.com//en/squads/529ba333/Columbus-Crew-Stats,34,47,102,1,-4.2,1.3823529411764706,Columbus Crew (USA),28.431436136978967
D.C. United,Major League Soccer,USA,M,1,2021,https://fbref.com//en/squads/44117292/DC-United-Stats,34,47,102,2,14.7,1.3823529411764706,D.C. United (USA),26.50008923259964
FC Cincinnati,Major League Soccer,USA,M,1,2021,https://fbref.com//en/squads/e9ea41b2/FC-Cincinnati-Stats,34,20,102,-37,-23.1,0.5882352941176471,FC Cincinnati (USA),26.73989658861286
FC Dallas,Major League Soccer,USA,M,1,2021,https://fbref.com//en/squads/15cf8f40/FC-Dallas-Stats,34,33,102,-9,-5.3,0.9705882352941176,FC Dallas (USA),24.536004283037386
Houston Dynamo,Major League Soccer,USA,M,1,2021,https://fbref.com//en/squads/0d885416/Houston-Dynamo-Stats,34,30,102,-18,-9.1,0.8823529411764706,Houston Dynamo (USA),26.96102890827354
Inter Miami,Major League Soccer,USA,M,1,2021,https://fbref.com//en/squads/cb8b86a2/Inter-Miami-Stats,34,41,102,-17,-17.0,1.2058823529411764,Inter Miami (USA),27.467908224076282
LA Galaxy,Major League Soccer,USA,M,1,2021,https://fbref.com//en/squads/d8b46897/LA-Galaxy-Stats,34,48,102,-4,-3.9,1.411764705882353,LA Galaxy (USA),25.9190491774016
Los Angeles FC,Major League Soccer,USA,M,1,2021,https://fbref.com//en/squads/81d817a3/Los-Angeles-FC-Stats,34,45,102,2,21.5,1.3235294117647058,Los Angeles FC (USA),23.417551372409076
Minnesota Utd,Major League Soccer,USA,M,1,2021,https://fbref.com//en/squads/99ea75a6/Minnesota-United-Stats,34,49,102,-2,5.6,1.4411764705882353,Minnesota Utd (USA),27.92624632123428
NY Red Bulls,Major League Soccer,USA,M,1,2021,https://fbref.com//en/squads/69a0fb10/New-York-Red-Bulls-Stats,34,48,102,6,7.5,1.411764705882353,NY Red Bulls (USA),22.52496577992025
NYCFC,Major League Soccer,USA,M,1,2021,https://fbref.com//en/squads/64e81410/New-York-City-FC-Stats,34,51,102,20,22.7,1.5,NYCFC (USA),25.697098287661
Nashville,Major League Soccer,USA,M,1,2021,https://fbref.com//en/squads/35f1b818/Nashville-SC-Stats,34,54,102,22,12.2,1.588235294117647,Nashville (USA),27.227137502231212
New England,Major League Soccer,USA,M,1,2021,https://fbref.com//en/squads/3c079def/New-England-Revolution-Stats,34,73,102,24,12.1,2.1470588235294117,New England (USA),26.00916448464651
Orlando City,Major League Soccer,USA,M,1,2021,https://fbref.com//en/squads/46ef01d0/Orlando-City-Stats,34,51,102,2,2.6,1.5,Orlando City (USA),26.422141517578066
Philadelphia,Major League Soccer,USA,M,1,2021,https://fbref.com//en/squads/46024eeb/Philadelphia-Union-Stats,34,54,102,13,7.5,1.588235294117647,Philadelphia (USA),25.23905261901921
Portland Timbers,Major League Soccer,USA,M,1,2021,https://fbref.com//en/squads/d076914e/Portland-Timbers-Stats,34,55,102,4,-8.0,1.6176470588235294,Portland Timbers (USA),27.71829812555787
Real Salt Lake,Major League Soccer,USA,M,1,2021,https://fbref.com//en/squads/f7d86a43/Real-Salt-Lake-Stats,34,48,102,1,-1.2,1.411764705882353,Real Salt Lake (USA),26.12776325172332
San Jose,Major League Soccer,USA,M,1,2021,https://fbref.com//en/squads/ca460650/San-Jose-Earthquakes-Stats,34,41,102,-8,-7.9,1.2058823529411764,San Jose (USA),25.858661346989816
Seattle,Major League Soccer,USA,M,1,2021,https://fbref.com//en/squads/6218ebd4/Seattle-Sounders-FC-Stats,34,60,102,20,10.6,1.7647058823529411,Seattle (USA),26.69693998811646
Sporting KC,Major League Soccer,USA,M,1,2021,https://fbref.com//en/squads/4acb0537/Sporting-KC-Stats,34,58,102,18,2.7,1.7058823529411764,Sporting KC (USA),27.99040438656614
Toronto FC,Major League Soccer,USA,M,1,2021,https://fbref.com//en/squads/130f43fa/Toronto-FC-Stats,34,28,102,-27,-17.4,0.8235294117647058,Toronto FC (USA),27.0465685542852
Vancouver,Major League Soccer,USA,M,1,2021,https://fbref.com//en/squads/ab41cb90/Vancouver-Whitecaps-FC-Stats,34,49,102,0,-11.0,1.4411764705882353,Vancouver (USA),24.79040404040404
Atlanta 2,USL Championship,USA,M,2,2021,https://fbref.com//en/squads/fb80957a/Atlanta-United-2-Stats,32,34,96,-9,,1.0625,Atlanta 2 (USA),21.006485504896556
Austin,USL Championship,USA,M,2,2021,https://fbref.com//en/squads/82754ed5/Austin-Bold-Stats,32,42,96,-10,,1.3125,Austin (USA),25.643252649897168
Birmingham,USL Championship,USA,M,2,2021,https://fbref.com//en/squads/448d7865/Birmingham-Legion-Stats,32,60,96,20,,1.875,Birmingham (USA),25.60073872963758
Charleston,USL Championship,USA,M,2,2021,https://fbref.com//en/squads/91aa83f9/Charleston-Battery-Stats,32,37,96,-11,,1.15625,Charleston (USA),24.466835123183827
Charlotte,USL Championship,USA,M,2,2021,https://fbref.com//en/squads/2a49d3f3/Charlotte-Independence-Stats,32,59,96,21,,1.84375,Charlotte (USA),26.414664981036662
El Paso,USL Championship,USA,M,2,2021,https://fbref.com//en/squads/8ed09812/El-Paso-Locomotive-Stats,32,64,96,22,,2.0,El Paso (USA),28.11403286978508
FC Tulsa,USL Championship,USA,M,2,2021,https://fbref.com//en/squads/6d0be563/FC-Tulsa-Stats,32,47,96,1,,1.46875,FC Tulsa (USA),26.778346605991658
Hartford,USL Championship,USA,M,2,2021,https://fbref.com//en/squads/c650f805/Hartford-Athletic-Stats,32,41,96,0,,1.28125,Hartford (USA),23.675708489089107
Indy Eleven,USL Championship,USA,M,2,2021,https://fbref.com//en/squads/3fdc81dd/Indy-Eleven-Stats,32,35,96,-15,,1.09375,Indy Eleven (USA),26.186584595959594
LA Galaxy II,USL Championship,USA,M,2,2021,https://fbref.com//en/squads/ccb036c4/LA-Galaxy-II-Stats,32,39,96,-2,,1.21875,LA Galaxy II (USA),20.576532075591956
LV Lights FC,USL Championship,USA,M,2,2021,https://fbref.com//en/squads/baec986d/Las-Vegas-Lights-FC-Stats,32,21,96,-36,,0.65625,LV Lights FC (USA),19.644724376293905
Loudoun Utd,USL Championship,USA,M,2,2021,https://fbref.com//en/squads/f70f4c6e/Loudoun-United-Stats,32,15,96,-47,,0.46875,Loudoun Utd (USA),21.46990140114167
Louisville City,USL Championship,USA,M,2,2021,https://fbref.com//en/squads/43e28cc5/Louisville-City-Stats,32,61,96,24,,1.90625,Louisville City (USA),27.36171085858586
Memphis,USL Championship,USA,M,2,2021,https://fbref.com//en/squads/41736050/Memphis-901-Stats,32,50,96,5,,1.5625,Memphis (USA),25.245925773760614
Miami FC,USL Championship,USA,M,2,2021,https://fbref.com//en/squads/a0a57b76/Miami-FC-Stats,32,54,96,15,,1.6875,Miami FC (USA),26.163826208384904
New Mexico Utd,USL Championship,USA,M,2,2021,https://fbref.com//en/squads/87389b8b/New-Mexico-United-Stats,32,46,96,4,,1.4375,New Mexico Utd (USA),27.19172741679873
OKC Energy,USL Championship,USA,M,2,2021,https://fbref.com//en/squads/507b611f/OKC-Energy-Stats,32,37,96,-8,,1.15625,OKC Energy (USA),26.327069690930372
Oakland Roots SC,USL Championship,USA,M,2,2021,https://fbref.com//en/squads/a0b3d640/Oakland-Roots-SC-Stats,32,41,96,-7,,1.28125,Oakland Roots SC (USA),25.91127143851655
Orange County,USL Championship,USA,M,2,2021,https://fbref.com//en/squads/7d8a4e62/Orange-County-SC-Stats,32,52,96,7,,1.625,Orange County (USA),26.181344696969695
Phx Rising,USL Championship,USA,M,2,2021,https://fbref.com//en/squads/3b2880c1/Phoenix-Rising-Stats,32,67,96,33,,2.09375,Phx Rising (USA),26.28907115938816
Pittsburgh,USL Championship,USA,M,2,2021,https://fbref.com//en/squads/1a1aef59/Pittsburgh-Riverhounds-Stats,32,58,96,18,,1.8125,Pittsburgh (USA),25.77561792780833
RGV Toros,USL Championship,USA,M,2,2021,https://fbref.com//en/squads/0587babf/Rio-Grande-Valley-Toros-Stats,32,47,96,7,,1.46875,RGV Toros (USA),26.400675739682338
Real Monarchs,USL Championship,USA,M,2,2021,https://fbref.com//en/squads/95f8ef61/Real-Monarchs-Stats,32,22,96,-28,,0.6875,Real Monarchs (USA),20.532516433722638
Red Bulls II,USL Championship,USA,M,2,2021,https://fbref.com//en/squads/86431469/New-York-Red-Bulls-II-Stats,32,28,96,-25,,0.875,Red Bulls II (USA),19.39621746418293
Sacramento,USL Championship,USA,M,2,2021,https://fbref.com//en/squads/d1903ffe/Sacramento-Republic-Stats,32,36,96,-6,,1.125,Sacramento (USA),25.06622684597818
San Antonio,USL Championship,USA,M,2,2021,https://fbref.com//en/squads/42cc5a38/San-Antonio-FC-Stats,32,52,96,12,,1.625,San Antonio (USA),24.6540489044141
San Diego Loyal SC,USL Championship,USA,M,2,2021,https://fbref.com//en/squads/c1638861/San-Diego-Loyal-SC-Stats,32,48,96,8,,1.5,San Diego Loyal SC (USA),25.836598622258737
Sporting KC II,USL Championship,USA,M,2,2021,https://fbref.com//en/squads/3b7d96a4/Sporting-KC-II-Stats,32,20,96,-31,,0.625,Sporting KC II (USA),21.014354369545973
Switchbacks,USL Championship,USA,M,2,2021,https://fbref.com//en/squads/e5e323aa/Colorado-Springs-Switchbacks-Stats,32,49,96,10,,1.53125,Switchbacks (USA),23.94942178167493
Tacoma,USL Championship,USA,M,2,2021,https://fbref.com//en/squads/3b922c89/Tacoma-Defiance-Stats,32,39,96,-4,,1.21875,Tacoma (USA),20.63744667404013
Tampa Bay,USL Championship,USA,M,2,2021,https://fbref.com//en/squads/28dabcec/Tampa-Bay-Rowdies-Stats,32,71,96,32,,2.21875,Tampa Bay (USA),26.595434308989297
Chattanooga,USL League One,USA,M,3,2021,https://fbref.com//en/squads/ac3a9524/Chattanooga-Red-Wolves-Stats,28,44,84,8,,1.5714285714285714,Chattanooga (USA),24.18696477699849
FC Tucson,USL League One,USA,M,3,2021,https://fbref.com//en/squads/126a5825/FC-Tucson-Stats,28,40,84,2,,1.4285714285714286,FC Tucson (USA),24.211136132500364
Fort Lauderdale,USL League One,USA,M,3,2021,https://fbref.com//en/squads/871e5396/Fort-Lauderdale-CF-Stats,28,31,84,-9,,1.1071428571428572,Fort Lauderdale (USA),20.289993143517016
Greenville,USL League One,USA,M,3,2021,https://fbref.com//en/squads/5a18b1b8/Greenville-Triumph-Stats,28,45,84,7,,1.6071428571428572,Greenville (USA),25.74712435139156
Madison,USL League One,USA,M,3,2021,https://fbref.com//en/squads/7f28310b/Forward-Madison-Stats,28,36,84,-2,,1.2857142857142858,Madison (USA),25.063083859332732
N Carolina,USL League One,USA,M,3,2021,https://fbref.com//en/squads/822b124d/North-Carolina-FC-Stats,28,25,84,-20,,0.8928571428571429,N Carolina (USA),22.057689525462962
New England II,USL League One,USA,M,3,2021,https://fbref.com//en/squads/0a5b6af6/New-England-Revolution-II-Stats,28,37,84,-6,,1.3214285714285714,New England II (USA),21.076101713572818
North Texas,USL League One,USA,M,3,2021,https://fbref.com//en/squads/3e347617/North-Texas-Stats,28,40,84,8,,1.4285714285714286,North Texas (USA),20.839100552222796
Richmond,USL League One,USA,M,3,2021,https://fbref.com//en/squads/56f799dc/Richmond-Kickers-Stats,28,40,84,-1,,1.4285714285714286,Richmond (USA),25.590447631778606
Tormenta FC,USL League One,USA,M,3,2021,https://fbref.com//en/squads/24e94d7b/Tormenta-FC-Stats,28,30,84,-11,,1.0714285714285714,Tormenta FC (USA),24.331499909535008
Toronto FC II,USL League One,USA,M,3,2021,https://fbref.com//en/squads/69ef89c7/Toronto-FC-II-Stats,28,38,84,2,,1.3571428571428572,Toronto FC II (USA),20.564552211878475
Union Omaha,USL League One,USA,M,3,2021,https://fbref.com//en/squads/8585378e/Union-Omaha-Stats,28,51,84,22,,1.8214285714285714,Union Omaha (USA),24.348479362780594
Acad Pr Cabello,Venezuelan Primera División,VEN,M,1,2021,https://fbref.com//en/squads/a8535c0e/Academia-Puerto-Cabello-Stats,24,34,72,3,,1.4166666666666667,Acad Pr Cabello (VEN),26.072733437884118
Aragua,Venezuelan Primera División,VEN,M,1,2021,https://fbref.com//en/squads/9f3f1c88/Aragua-Stats,24,33,72,-3,,1.375,Aragua (VEN),25.578786333503313
Atlé Venezuela,Venezuelan Primera División,VEN,M,1,2021,https://fbref.com//en/squads/48ab0f5f/Atletico-Venezuela-Stats,24,34,72,-2,,1.4166666666666667,Atlé Venezuela (VEN),27.650184627138067
CD Hermanos Colmenarez,Venezuelan Primera División,VEN,M,1,2021,https://fbref.com//en/squads/67eb6cd0/CD-Hermanos-Colmenarez-Stats,24,36,72,8,,1.5,CD Hermanos Colmenarez (VEN),25.881333727760637
Carabobo,Venezuelan Primera División,VEN,M,1,2021,https://fbref.com//en/squads/90e07850/Carabobo-Stats,24,31,72,0,,1.2916666666666667,Carabobo (VEN),23.940939198369566
Caracas,Venezuelan Primera División,VEN,M,1,2021,https://fbref.com//en/squads/2583cf18/Caracas-Stats,24,48,72,23,,2.0,Caracas (VEN),22.710933873486095
Dep La Guaira,Venezuelan Primera División,VEN,M,1,2021,https://fbref.com//en/squads/0f8ef17f/Deportivo-La-Guaira-Stats,24,38,72,11,,1.5833333333333333,Dep La Guaira (VEN),25.56580944350759
Dep Táchira,Venezuelan Primera División,VEN,M,1,2021,https://fbref.com//en/squads/7701ed02/Deportivo-Tachira-Stats,24,49,72,27,,2.0416666666666665,Dep Táchira (VEN),26.760275128702844
Deportivo Lara,Venezuelan Primera División,VEN,M,1,2021,https://fbref.com//en/squads/6236a52b/Deportivo-Lara-Stats,24,34,72,12,,1.4166666666666667,Deportivo Lara (VEN),25.607804878048782
Estud Mérida,Venezuelan Primera División,VEN,M,1,2021,https://fbref.com//en/squads/dcbc2e42/Estudiantes-de-Merida-Stats,24,42,72,14,,1.75,Estud Mérida (VEN),27.471462971568585
Gran Valencia Maracay,Venezuelan Primera División,VEN,M,1,2021,https://fbref.com//en/squads/6dcdb7f5/Gran-Valencia-Maracay-Stats,24,33,72,-7,,1.375,Gran Valencia Maracay (VEN),26.638687056437984
LALA,Venezuelan Primera División,VEN,M,1,2021,https://fbref.com//en/squads/10a76628/LALA-Stats,24,9,72,-43,,0.375,LALA (VEN),26.16509935747415
Metropolitanos,Venezuelan Primera División,VEN,M,1,2021,https://fbref.com//en/squads/6dd8415f/Metropolitanos-Stats,24,35,72,11,,1.4583333333333333,Metropolitanos (VEN),25.360973544973547
Mineros,Venezuelan Primera División,VEN,M,1,2021,https://fbref.com//en/squads/3f2d6531/Mineros-Stats,24,29,72,-8,,1.2083333333333333,Mineros (VEN),24.849578871629916
Monagas,Venezuelan Primera División,VEN,M,1,2021,https://fbref.com//en/squads/a2c7af20/Monagas-Stats,24,45,72,17,,1.875,Monagas (VEN),26.042538739121206
Portuguesa,Venezuelan Primera División,VEN,M,1,2021,https://fbref.com//en/squads/22460fcd/Portuguesa-Stats,24,39,72,11,,1.625,Portuguesa (VEN),26.17022085215996
Trujillanos,Venezuelan Primera División,VEN,M,1,2021,https://fbref.com//en/squads/ee94b722/Trujillanos-Stats,24,1,72,-71,,0.041666666666666664,Trujillanos (VEN),20.46366414242062
Universidad Central de Venezuela FC,Venezuelan Primera División,VEN,M,1,2021,https://fbref.com//en/squads/d254c5db/Universidad-Central-de-Venezuela-FC-Stats,24,31,72,2,,1.2916666666666667,Universidad Central de Venezuela FC (VEN),23.714436115556303
Yaracuyanos FC,Venezuelan Primera División,VEN,M,1,2021,https://fbref.com//en/squads/bf7bd7cd/Yaracuyanos-FC-Stats,24,20,72,-16,,0.8333333333333334,Yaracuyanos FC (VEN),26.610231888964115
Zamora,Venezuelan Primera División,VEN,M,1,2021,https://fbref.com//en/squads/bcdc5828/Zamora-Stats,24,32,72,6,,1.3333333333333333,Zamora (VEN),24.365771387612263
Zulia,Venezuelan Primera División,VEN,M,1,2021,https://fbref.com//en/squads/3d2f4487/Zulia-Stats,24,31,72,5,,1.2916666666666667,Zulia (VEN),24.817893669174204
